0	143.915	35.4285
1	137.209	32.8492
2	136.084	32.4679
3	135.81	32.4582
4	135.678	32.5122
5	135.571	32.5781
6	135.467	32.6471
7	135.363	32.718
8	135.258	32.7908
9	135.153	32.8658
10	135.046	32.9433
11	134.938	33.0234
12	134.829	33.1067
13	134.717	33.1932
14	134.604	33.2835
15	134.488	33.3778
16	134.37	33.4765
17	134.249	33.5799
18	134.124	33.6885
19	133.997	33.8026
20	133.865	33.9226
21	133.73	34.049
22	133.59	34.1822
23	133.445	34.3226
24	133.296	34.4707
25	133.141	34.627
26	132.98	34.7919
27	132.813	34.9659
28	132.639	35.1496
29	132.458	35.3433
30	132.269	35.5476
31	132.073	35.7628
32	131.868	35.9895
33	131.655	36.2279
34	131.433	36.4785
35	131.201	36.7415
36	130.961	37.0172
37	130.71	37.3058
38	130.45	37.6074
39	130.18	37.9221
40	129.901	38.2497
41	129.613	38.5902
42	129.316	38.9433
43	129.011	39.3088
44	128.698	39.686
45	128.378	40.0746
46	128.051	40.4738
47	127.72	40.8828
48	127.383	41.3007
49	127.043	41.7265
50	126.7	42.1592
51	126.355	42.5973
52	126.008	43.0397
53	125.661	43.4851
54	125.313	43.9319
55	124.967	44.3787
56	124.621	44.8243
57	124.277	45.2671
58	123.934	45.706
59	123.594	46.1397
60	123.256	46.5671
61	122.92	46.9872
62	122.588	47.3991
63	122.258	47.8023
64	121.93	48.196
65	121.605	48.5798
66	121.283	48.9534
67	120.963	49.3166
68	120.646	49.6691
69	120.331	50.011
70	120.017	50.3422
71	119.706	50.6629
72	119.396	50.9731
73	119.087	51.273
74	118.78	51.5629
75	118.473	51.8428
76	118.167	52.1131
77	117.862	52.374
78	117.557	52.6257
79	117.252	52.8685
80	116.946	53.1026
81	116.641	53.3283
82	116.335	53.5458
83	116.028	53.7554
84	115.72	53.9572
85	115.411	54.1516
86	115.101	54.3387
87	114.789	54.5188
88	114.476	54.6921
89	114.162	54.8589
90	113.846	55.0192
91	113.528	55.1733
92	113.208	55.3215
93	112.887	55.4639
94	112.564	55.6007
95	112.239	55.7322
96	111.913	55.8584
97	111.584	55.9796
98	111.254	56.0959
99	110.923	56.2076
100	110.59	56.3148
101	110.256	56.4176
102	109.92	56.5163
103	109.584	56.6109
104	109.246	56.7017
105	108.907	56.7887
106	108.568	56.8722
107	108.229	56.9522
108	107.889	57.029
109	107.549	57.1025
110	107.209	57.173
111	106.869	57.2405
112	106.529	57.3051
113	106.191	57.367
114	105.853	57.4263
115	105.516	57.483
116	105.18	57.5373
117	104.846	57.5892
118	104.513	57.6388
119	104.182	57.6862
120	103.854	57.7314
121	103.527	57.7746
122	103.203	57.8158
123	102.881	57.8551
124	102.562	57.8924
125	102.246	57.928
126	101.934	57.9618
127	101.624	57.994
128	101.318	58.0245
129	101.015	58.0535
130	100.716	58.0809
131	100.42	58.1069
132	100.129	58.1314
133	99.841	58.1547
134	99.5573	58.1766
135	99.2777	58.1972
136	99.0022	58.2167
137	98.7308	58.235
138	98.4637	58.2523
139	98.2006	58.2684
140	97.9418	58.2836
141	97.6871	58.2978
142	97.4366	58.3112
143	97.1901	58.3236
144	96.9476	58.3352
145	96.7091	58.3461
146	96.4744	58.3562
147	96.2435	58.3657
148	96.0162	58.3744
149	95.7925	58.3826
150	95.5722	58.3902
151	95.3552	58.3972
152	95.1414	58.4037
153	94.9305	58.4098
154	94.7225	58.4154
155	94.5172	58.4205
